TAG	pojala-bug-tue-8-MyASG-JOBMB8DCZQA40	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-8-MyASG-JOBMB8DCZQA40	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-8/1c4d6210-ba50-4318-a18f-96e245798b1e	true
TAG	pojala-bug-tue-8-MyASG-JOBMB8DCZQA40	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-8	true
TAG	pojala-bug-tue-8-MyASG-JOBMB8DCZQA40	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-8-MyASG-JOBMB8DCZQA40	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-9-MyASG-R62EVTGN3XJTK	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-9-MyASG-R62EVTGN3XJTK	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-9/248291a9-a660-4a10-8d84-b60c29b0a097	true
TAG	pojala-bug-tue-9-MyASG-R62EVTGN3XJTK	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-9	true
TAG	pojala-bug-tue-9-MyASG-R62EVTGN3XJTK	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-9-MyASG-R62EVTGN3XJTK	auto-scaling-group	test:tag:2	testvalueB	true
