TAG	netcheck-NetcheckScalingGroup-B82XYWLAP4ALF	auto-scaling-group	aws:cloudformation:logical-id	NetcheckScalingGroup	true
TAG	netcheck-NetcheckScalingGroup-B82XYWLAP4ALF	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/netcheck/0f1e9409-ae43-42ad-8f9f-d1304e3eb8b3	true
TAG	netcheck-NetcheckScalingGroup-B82XYWLAP4ALF	auto-scaling-group	aws:cloudformation:stack-name	netcheck	true
TAG	pojala-bug-tue-1-MyASG-FDY8E05PVESLV	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-1-MyASG-FDY8E05PVESLV	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-1/e79aaafd-29fd-4c84-9402-8e96f7e517e7	true
TAG	pojala-bug-tue-1-MyASG-FDY8E05PVESLV	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-1	true
TAG	pojala-bug-tue-1-MyASG-FDY8E05PVESLV	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-1-MyASG-FDY8E05PVESLV	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-10-MyASG-LADMAPMGKEQXL	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-10-MyASG-LADMAPMGKEQXL	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-10/51a897b0-dfe6-4931-9131-336479f4266d	true
TAG	pojala-bug-tue-10-MyASG-LADMAPMGKEQXL	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-10	true
TAG	pojala-bug-tue-10-MyASG-LADMAPMGKEQXL	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-10-MyASG-LADMAPMGKEQXL	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-2-MyASG-7PGHYJBXM40OD	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-2-MyASG-7PGHYJBXM40OD	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-2/3728e6c6-c1a2-4fc2-bd45-f7fea15dca45	true
TAG	pojala-bug-tue-2-MyASG-7PGHYJBXM40OD	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-2	true
TAG	pojala-bug-tue-2-MyASG-7PGHYJBXM40OD	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-2-MyASG-7PGHYJBXM40OD	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-3-MyASG-SCYF8BCVSYDR3	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-3-MyASG-SCYF8BCVSYDR3	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-3/42694ff7-da86-4fb7-81ea-4b45603bb38c	true
TAG	pojala-bug-tue-3-MyASG-SCYF8BCVSYDR3	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-3	true
TAG	pojala-bug-tue-3-MyASG-SCYF8BCVSYDR3	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-3-MyASG-SCYF8BCVSYDR3	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-4-MyASG-LZDUFTMSPLJRD	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-4-MyASG-LZDUFTMSPLJRD	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-4/7ef4186c-24e4-43ba-9cd2-f4cfdb885c73	true
TAG	pojala-bug-tue-4-MyASG-LZDUFTMSPLJRD	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-4	true
TAG	pojala-bug-tue-4-MyASG-LZDUFTMSPLJRD	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-4-MyASG-LZDUFTMSPLJRD	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-5-MyASG-AIF09Y3NUTXGG	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-5-MyASG-AIF09Y3NUTXGG	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-5/65e2dc20-a4a3-4a56-ab4a-ac831528fba2	true
TAG	pojala-bug-tue-5-MyASG-AIF09Y3NUTXGG	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-5	true
TAG	pojala-bug-tue-5-MyASG-AIF09Y3NUTXGG	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-5-MyASG-AIF09Y3NUTXGG	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-6-MyASG-AYKX0FAURWUS2	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-6-MyASG-AYKX0FAURWUS2	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-6/8e2df380-d463-4289-9a46-212b40f4e6cb	true
TAG	pojala-bug-tue-6-MyASG-AYKX0FAURWUS2	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-6	true
TAG	pojala-bug-tue-6-MyASG-AYKX0FAURWUS2	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-6-MyASG-AYKX0FAURWUS2	auto-scaling-group	test:tag:2	testvalueB	true
TAG	pojala-bug-tue-7-MyASG-D6WTLYZ9OA12S	auto-scaling-group	aws:cloudformation:logical-id	MyASG	true
TAG	pojala-bug-tue-7-MyASG-D6WTLYZ9OA12S	auto-scaling-group	aws:cloudformation:stack-id	arn:aws:cloudformation:es-si-eu-dhn-20:000036372732:stack/pojala-bug-tue-7/8e129484-7a26-411c-b24d-bd55dc761f9d	true
TAG	pojala-bug-tue-7-MyASG-D6WTLYZ9OA12S	auto-scaling-group	aws:cloudformation:stack-name	pojala-bug-tue-7	true
TAG	pojala-bug-tue-7-MyASG-D6WTLYZ9OA12S	auto-scaling-group	test:tag:1	testvalueA	true
TAG	pojala-bug-tue-7-MyASG-D6WTLYZ9OA12S	auto-scaling-group	test:tag:2	testvalueB	true
